C4
423.228515625
166.08348083496094
107.28430938720703
293.1014709472656
243.37844848632812
41.928466796875
144.8768768310547
408.69244384765625
319.5688171386719
73.06269836425781
115.81918334960938
225.43051147460938
138.45941162109375
61.29344940185547
120.05781555175781
267.136962890625
234.52029418945312
50.6505241394043
69.03455352783203
