#C4	TSS
-33.53145217895508	-0.074036091566086
-54.21842956542969	-0.073115177452564
-72.25654602050781	-0.072204783558846
-72.1021499633789	-0.071305721998215
-63.291900634765625	-0.070417851209641
-49.59833908081055	-0.069538176059723
-12.160882949829102	-0.06867228448391
27.362600326538086	-0.067817404866219
50.485565185546875	-0.066972933709621
46.78590393066406	-0.066142313182354
25.6182804107666	-0.065318733453751
-2.494412660598755	-0.064505651593208
-26.731691360473633	-0.063702456653118
-37.04568099975586	-0.06287706643343
-36.681556701660156	-0.062093745917082
-19.492687225341797	-0.061320401728153
1.386089324951172	-0.060556448996067
33.515655517578125	-0.059835143387318
60.01473617553711	-0.059090089052916
53.342342376708984	-0.058354549109936
40.60013198852539	-0.05762792751193
9.583690643310547	-0.056894384324551
-18.37471580505371	-0.056185502558947
-30.510387420654297	-0.055485919117928
-21.428142547607422	-0.054794806987047
-0.590663492679596	-0.054128512740135
33.15117645263672	-0.053454499691725
53.542964935302734	-0.052789114415646
73.50910186767578	-0.052131779491901
71.6025161743164	-0.051483821123838
55.58010482788086	-0.050842750817537
30.890872955322266	-0.050209663808346
18.387975692749023	-0.049584455788136
12.598397254943848	-0.048965126276016
24.979759216308594	-0.048355393111706
50.51652526855469	-0.047753479331732
82.18685913085938	-0.04715882986784
99.55182647705078	-0.046573724597692
111.21151733398438	-0.04599379375577
112.38479614257812	-0.045421317219734
100.7103271484375	-0.044855728745461
83.05862426757812	-0.044264994561672
60.769554138183594	-0.04371339827776
43.47678756713867	-0.043168902397156
50.947410583496094	-0.042630944401026
70.09671020507812	-0.042115889489651
104.62762451171875	-0.041591238230467
125.45545196533203	-0.041073348373175
134.73834228515625	-0.0405616723001
128.55035400390625	-0.040067568421364
116.17874908447266	-0.039568305015564
74.2425537109375	-0.03907573595643
49.90636444091797	-0.038589056581259
33.5933952331543	-0.038115590810776
34.93547821044922	-0.037640955299139
58.06121826171875	-0.037172466516495
79.97904205322266	-0.036709573119879
98.12992095947266	-0.036251500248909
112.44274139404297	-0.03580005839467
120.9406509399414	-0.035354476422071
98.80146026611328	-0.034913968294859
59.06568145751953	-0.034480378031731
21.972829818725586	-0.03405099734664
14.630941390991211	-0.033627212047577
14.973169326782227	-0.033208459615707
19.92768096923828	-0.032762967050076
52.14852523803711	-0.032354574650526
87.04330444335938	-0.031951498240232
100.6048355102539	-0.031553193926811
82.61885070800781	-0.031192751601338
60.905418395996094	-0.030804296955466
27.977489471435547	-0.030420918017626
-7.79323673248291	-0.030042085796595
-28.985912322998047	-0.029650079086423
-26.08533477783203	-0.029280606657267
-6.266233921051025	-0.028915969654918
29.7110652923584	-0.028555635362864
49.78506851196289	-0.028216946870089
54.995914459228516	-0.027865290641785
39.87476348876953	-0.027518482878804
11.2175931930542	-0.027175752446055
-18.981441497802734	-0.026836333796382
-41.011749267578125	-0.026502082124352
-49.866302490234375	-0.026172231882811
-39.821407318115234	-0.025846252217889
-11.983661651611328	-0.025522664189339
15.834060668945312	-0.025204742327332
26.36458396911621	-0.024891020730138
42.881134033203125	-0.024580730125308
45.6123046875	-0.024279542267323
31.817415237426758	-0.023977153003216
-4.722057342529297	-0.023678777739406
-46.1778564453125	-0.023383868858218
