#prawa,lewa
2.47694730758667,-5.786045551300049
-0.778053402900696,-4.60088062286377
0.061522226780653,-4.578388214111328
-1.353554129600525,-9.751551628112793
0.041098721325397,-11.50583553314209
1.727131485939026,-10.267889022827148
3.216420412063599,-9.238374710083008
0.970799446105957,-5.184656143188477
-9.14775562286377,-0.788214921951294
-11.549795150756836,0.033290859311819
-9.893685340881348,-1.541013121604919
-3.762835502624512,-6.169683456420898
4.794630527496338,-10.488855361938477
9.109145164489746,-9.724504470825195
2.872161149978638,-7.987533092498779
-3.171996831893921,-7.132416725158691
-9.799208641052246,-7.725564479827881
-1.030003547668457,-6.499711036682129
0.865203201770782,-5.145469665527344
1.596561670303345,-5.15269660949707
8.311830520629883,-3.502320528030396
-1.747939467430115,-3.097538471221924
3.936578273773193,-3.614936351776123
6.657279491424561,-5.815658569335938
-8.083462715148926,0.107687465846539
-2.967652320861816,-2.550731420516968
15.148141860961914,-6.4832444190979
4.470932006835938,-0.161851719021797
-7.836124897003174,5.136614322662354
-4.940250396728516,11.427410125732422
-8.75668716430664,2.502525806427002
-6.216979503631592,-2.227456092834473
10.961695671081543,-0.717856466770172
13.489448547363281,-1.287866234779358
2.674765825271606,-4.571696758270264
-1.116370677947998,-3.511834383010864
2.988338470458984,-0.725829005241394
1.93368935585022,-0.741338789463043
-7.959170341491699,1.907565712928772
-10.38710880279541,2.898657560348511
-0.517889380455017,1.053182721138
-1.402339696884155,2.385620594024658
-4.574182033538818,3.5703125
-3.379009962081909,2.073306798934937
4.782291412353516,1.743400096893311
2.930841684341431,2.378947257995605
3.084320306777954,4.415185451507568
2.66869068145752,5.187537670135498
-11.350325584411621,1.124590754508972
-12.001317977905273,0.900292932987213
-9.223957061767578,3.600676774978638
-5.999526500701904,0.461733907461166
1.270161867141724,0.272706270217896
-5.911810398101807,0.131226286292076
-13.005210876464844,-1.182627320289612
-6.671150207519531,-3.00760293006897
-4.474951267242432,-2.023804187774658
-5.545604228973389,-1.238014340400696
-13.194744110107422,1.946016788482666
-12.095479011535645,7.681911468505859
-9.801194190979004,0.097930453717709
0.007020690012723,-7.575022220611572
6.656036853790283,-1.350352644920349
1.88826048374176,5.099820137023926
-5.446639060974121,0.928402960300446
-2.549410343170166,-0.595038712024689
-1.205970883369446,2.652204513549805
2.320269584655762,-0.246786758303642
4.420070648193359,1.554093718528748
2.139110326766968,0.952248394489288
1.162294507026672,-0.638536691665649
-4.610080242156982,0.736152112483978
-1.269303321838379,2.35974383354187
4.737508296966553,-0.665371179580688
-0.829690515995026,-7.501644611358643
-2.025414943695068,-8.890045166015625
4.155789852142334,-4.537111759185791
6.133840560913086,-1.767619132995605
0.388408035039902,-0.1561558842659
4.513136863708496,3.75621223449707
6.32958984375,3.779118299484253
5.162991523742676,-0.314346104860306
9.831891059875488,-1.987699866294861
13.265580177307129,-0.256775110960007
7.119043827056885,2.892915010452271
4.528432369232178,1.307868838310242
11.9085693359375,-2.272771596908569
13.379433631896973,-5.605175971984863
8.248697280883789,-1.955323934555054
5.120033740997314,-0.892719507217407
12.899833679199219,-1.941657900810242
14.00384521484375,-0.681504011154175
8.199543952941895,-1.133138656616211
6.388156414031982,-0.378582775592804
-1.548165917396545,-0.913441121578217
-3.424749851226807,-3.577667236328125
6.624519824981689,-4.749907970428467
14.781387329101562,-4.81666898727417
5.311163425445557,0.33526936173439
-0.148233488202095,4.980576992034912
3.295585632324219,5.639503479003906
7.655363082885742,4.561575412750244
6.069236278533936,3.044003486633301
4.070868015289307,-4.717491626739502
0.368183732032776,-13.884598731994629
-11.957635879516602,-6.490456104278564
1.326620817184448,3.275406360626221
7.970185279846191,5.15568208694458
-2.731538534164429,8.55900764465332
-1.08644425868988,12.378984451293945
0.943137288093567,13.449380874633789
0.007377570495009,8.808358192443848
4.067330837249756,5.929568290710449
9.847317695617676,-1.296390652656555
2.19671106338501,-10.318315505981445
2.202343463897705,-3.947372913360596
3.85235333442688,2.275099277496338
2.479462623596191,-0.424656271934509
-2.742484331130981,1.738776445388794
-2.279814481735229,1.722648501396179
2.712606906890869,-3.51871657371521
-3.994760513305664,-1.456779718399048
-6.675663948059082,1.324140548706055
6.727065086364746,4.776106357574463
7.980658054351807,8.429177284240723
1.268055438995361,3.817119121551514
9.089159965515137,1.60246479511261
3.322444915771484,-2.01502251625061
-11.893899917602539,-2.465257167816162
-10.149927139282227,-1.053651571273804
-2.476410627365112,-1.19907808303833
-0.83103883266449,-1.784649133682251
-1.840816974639893,-1.295081973075867
-1.111671686172485,-1.82927405834198
-3.145662784576416,0.81685084104538
-8.64136791229248,1.399109125137329
-8.02798080444336,-0.220906928181648
-2.657992362976074,-1.624462842941284
-7.551308631896973,0.824193358421326
-5.172554969787598,4.126638889312744
-0.88289201259613,1.338237643241882
-4.120100498199463,-3.482341051101685
-0.159770131111145,-5.46230411529541
4.082039356231689,-3.233236312866211
1.702907681465149,-3.661962747573853
-4.061221599578857,-0.898165643215179
6.45100736618042,0.045473549515009
6.237899780273438,-0.376395434141159
-2.608696699142456,6.105241298675537
-4.405196666717529,5.741757392883301
-1.163477420806885,1.188846111297607
3.116521596908569,-0.297643333673477
2.68475079536438,1.990893602371216
-0.321298062801361,1.475197911262512
-5.161670684814453,-4.314731121063232
-0.88067489862442,-8.190610885620117
11.699699401855469,-7.710712432861328
6.310220241546631,-3.450234889984131
-6.70385217666626,-0.28613355755806
-11.80296516418457,3.580930709838867
-0.97614973783493,0.767244338989258
3.701732873916626,1.177882790565491
6.538413524627686,5.162467002868652
8.119916915893555,-3.488410949707031
-2.575089693069458,-6.345085620880127
3.444097995758057,1.212435722351074
3.152509689331055,1.326090455055237
-7.038782596588135,2.324782848358154
-5.189709186553955,6.266080379486084
-3.512379884719849,7.380900382995605
2.452363967895508,0.854851961135864
-2.034050464630127,-4.396311283111572
-2.379566192626953,-5.812605857849121
3.559720754623413,-4.329637050628662
-2.754899740219116,1.122523784637451
1.811928629875183,2.448944091796875
5.721920013427734,-0.623653292655945
10.220887184143066,-3.1651291847229
4.147805213928223,-1.713267087936401
4.691601753234863,-2.318637371063232
1.992707967758179,1.722267031669617
-1.403428554534912,5.41042423248291
0.114786669611931,2.553936958312988
1.923468232154846,1.990810751914978
-8.017523765563965,3.644718170166016
-16.050342559814453,2.843565702438354
-1.66094696521759,2.232656955718994
2.334989786148071,-1.341334342956543
-0.663127303123474,-6.228470325469971
0.198382571339607,-5.408913135528564
-3.473616361618042,-1.538193345069885
-7.593080997467041,-0.079412430524826
-1.785781264305115,1.908979654312134
-0.963910222053528,-0.169882521033287
-7.034911155700684,0.413249731063843
-5.610735416412354,-1.818669080734253
6.829090118408203,1.922623872756958
9.227150917053223,0.21169438958168
-0.431946218013763,0.998876690864563
-8.243379592895508,1.741841912269592
-1.894161462783813,-5.228144645690918
-0.991773188114166,-5.214427471160889
5.890451908111572,-0.880063951015472
4.052224159240723,-0.105469696223736
-10.930680274963379,2.17946195602417
-9.916997909545898,5.061748027801514
4.274764060974121,4.133139610290527
2.229030847549438,-3.931808233261108
-8.85822582244873,-4.292177677154541
-11.971085548400879,-1.40454638004303
0.611504852771759,-0.034912504255772
9.168265342712402,0.623920202255249
4.160852432250977,-1.195662498474121
1.420979738235474,-6.8590087890625
-5.282872200012207,-10.48242473602295
-5.825584411621094,-5.463357448577881
2.416707754135132,1.762555480003357
5.442983627319336,1.245982646942139
-10.10302734375,0.829030334949493
-7.726312637329102,0.931752383708954
7.543478488922119,0.070148423314095
-0.924176514148712,0.88750022649765
-0.790634512901306,1.871284127235413
8.935948371887207,1.525569200515747
-0.650855004787445,1.820566415786743
-8.362037658691406,2.596716403961182
-4.012529850006104,-0.15922087430954
-10.159147262573242,-0.510276079177856
-4.342454433441162,1.641692996025085
4.973038673400879,-0.455374747514725
9.669668197631836,-1.31357741355896
4.982638835906982,2.612699747085571
-2.462239503860474,3.620894432067871
7.651501655578613,-2.499013423919678
0.676160752773285,-6.282491207122803
-1.512397766113281,-2.729505300521851
7.58343505859375,2.618669748306274
3.319597959518433,4.227429866790771
-8.487545013427734,4.445445537567139
2.383310317993164,2.33750057220459
6.695545196533203,0.231847688555717
-2.627226114273071,0.013052424415946
-2.948853015899658,3.154395818710327
6.205736637115479,2.333641052246094
5.448113441467285,-1.143239617347717
0.137765482068062,1.458936095237732
7.254916667938232,1.664954304695129
-0.212429732084274,1.511103868484497
-0.40894478559494,0.363661915063858
3.382519721984863,-6.665395736694336
1.634390115737915,-5.956100463867188
-7.963384628295898,-0.62954318523407
-5.358838081359863,1.204594373703003
8.996521949768066,1.251592755317688
