1.1297 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pygame', 'sounddevice', 'PTB', 'pyo'] (in that order).
202.3274 	EXP 	image: autoDraw = False
202.3274 	EXP 	text_4: autoDraw = False
202.3274 	EXP 	image: image = 'smutek2.bmp'
202.3274 	EXP 	text_2: autoDraw = True
204.5834 	EXP 	image: autoDraw = True
204.6031 	EXP 	text_2: autoDraw = False
208.5723 	EXP 	text_4: autoDraw = True
208.5803 	EXP 	image: autoDraw = False
210.5599 	EXP 	New trial (rep=1, index=10): OrderedDict([('zdj', 'zlosc2.bmp')])
210.5762 	EXP 	text_4: autoDraw = False
210.5762 	EXP 	text_2: autoDraw = False
210.5762 	EXP 	image: autoDraw = False
210.5762 	EXP 	text_4: autoDraw = False
210.5762 	EXP 	image: image = 'zlosc2.bmp'
210.5762 	EXP 	text_2: autoDraw = True
212.8514 	EXP 	image: autoDraw = True
212.8748 	EXP 	text_2: autoDraw = False
216.8442 	EXP 	text_4: autoDraw = True
216.8671 	EXP 	image: autoDraw = False
218.8282 	EXP 	New trial (rep=1, index=11): OrderedDict([('zdj', 'zaskoczenie2.bmp')])
218.8433 	EXP 	text_4: autoDraw = False
218.8433 	EXP 	text_2: autoDraw = False
218.8433 	EXP 	image: autoDraw = False
218.8433 	EXP 	text_4: autoDraw = False
218.8433 	EXP 	image: image = 'zaskoczenie2.bmp'
218.8433 	EXP 	text_2: autoDraw = True
220.8940 	EXP 	image: autoDraw = True
220.9151 	EXP 	text_2: autoDraw = False
224.8925 	EXP 	image: autoDraw = False
224.8925 	EXP 	text_4: autoDraw = True
226.8829 	EXP 	New trial (rep=1, index=12): OrderedDict([('zdj', 'neutralna1.bmp')])
226.8936 	EXP 	text_4: autoDraw = False
226.8936 	EXP 	text_2: autoDraw = False
226.8936 	EXP 	image: autoDraw = False
226.8936 	EXP 	text_4: autoDraw = False
226.8936 	EXP 	image: image = 'neutralna1.bmp'
226.8936 	EXP 	text_2: autoDraw = True
229.2107 	EXP 	image: autoDraw = True
229.2278 	EXP 	text_2: autoDraw = False
233.2118 	EXP 	image: autoDraw = False
233.2118 	EXP 	text_4: autoDraw = True
235.2137 	EXP 	New trial (rep=1, index=13): OrderedDict([('zdj', 'zlosc1.bmp')])
235.2270 	EXP 	text_4: autoDraw = False
235.2270 	EXP 	text_2: autoDraw = False
235.2270 	EXP 	image: autoDraw = False
235.2270 	EXP 	text_4: autoDraw = False
235.2270 	EXP 	image: image = 'zlosc1.bmp'
235.2270 	EXP 	text_2: autoDraw = True
237.6804 	EXP 	image: autoDraw = True
237.7145 	EXP 	text_2: autoDraw = False
241.6930 	EXP 	image: autoDraw = False
241.6930 	EXP 	text_4: autoDraw = True
243.6932 	EXP 	text_4: autoDraw = False
243.6932 	EXP 	text_2: autoDraw = False
243.6932 	EXP 	image: autoDraw = False
243.6932 	EXP 	text_4: autoDraw = False
243.6932 	EXP 	text_3: autoDraw = True
263.9735 	DATA 	Keypress: space
264.8734 	DATA 	Keypress: escape
264.8881 	EXP 	window1: mouseVisible = True
