#C4	TSS
2.232778310775757	-0.074042223393917
0.06942817568779	-0.073120079934597
-9.616623878479004	-0.072209648787975
-14.103883743286133	-0.071310080587864
-8.050394058227539	-0.070449121296406
-10.644402503967285	-0.069572038948536
-2.655248165130615	-0.068706125020981
2.564462423324585	-0.06785074621439
-7.40321159362793	-0.066980749368668
-13.493454933166504	-0.066146545112133
-20.31854820251465	-0.065322957932949
-25.22916603088379	-0.064509391784668
-31.937192916870117	-0.06369998306036
-32.64741516113281	-0.062906540930271
-42.845008850097656	-0.062123209238052
-33.87548065185547	-0.061349391937256
-12.717218399047852	-0.060614295303822
5.385302543640137	-0.05985938385129
19.079715728759766	-0.059114344418049
12.09733772277832	-0.058378349989653
-5.230710506439209	-0.057628627866507
-21.317426681518555	-0.05691060423851
-4.57830810546875	-0.056201990693808
0.254942357540131	-0.055501963943243
-4.922977447509766	-0.054836872965097
1.938858509063721	-0.05415416136384
11.279726028442383	-0.053479954600334
35.63429641723633	-0.052814140915871
32.708919525146484	-0.052140645682812
26.214344024658203	-0.051491305232048
22.3351993560791	-0.050850052386522
4.155239105224609	-0.050216782838106
3.497294187545776	-0.049608558416367
12.316563606262207	-0.048990957438946
9.095842361450195	-0.04838128760457
18.775421142578125	-0.047778725624084
19.179468154907227	-0.047151960432529
21.40369987487793	-0.046564549207687
16.577526092529297	-0.04598468542099
27.541885375976562	-0.045411556959152
20.810556411743164	-0.04484698921442
8.590495109558105	-0.044288270175457
-6.027390956878662	-0.04373674094677
-14.538729667663574	-0.043191842734814
-11.80875301361084	-0.042664688080549
-0.199921220541	-0.042133271694183
19.28190803527832	-0.041608694940805
28.216821670532227	-0.041090413928032
23.630632400512695	-0.040586460381746
19.342641830444336	-0.04008100181818
22.934904098510742	-0.039582077413797
17.966875076293945	-0.039089124649763
-9.151958465576172	-0.038600400090218
-24.355915069580078	-0.038119409233332
-24.98023796081543	-0.037644874304533
-25.09486961364746	-0.037176016718149
-7.559489727020264	-0.036704163998365
23.69563102722168	-0.036246664822102
33.829463958740234	-0.035795327275991
29.877824783325195	-0.035349372774363
14.755667686462402	-0.034903004765511
-13.900870323181152	-0.034468073397875
-25.147092819213867	-0.034038554877043
-20.430683135986328	-0.033614385873079
-1.46200966835022	-0.03322672098875
11.415688514709473	-0.032813042402267
10.510049819946289	-0.032404508441687
17.67448616027832	-0.032001063227654
23.363670349121094	-0.031574748456478
24.771787643432617	-0.031181283295155
9.718957901000977	-0.030792955309153
0.145697936415672	-0.03040898218751
-7.487545013427734	-0.030059104785323
-8.510628700256348	-0.029684863984585
1.948605537414551	-0.029315516352654
16.540752410888672	-0.028950300067663
28.390193939208984	-0.028571024537086
34.46737289428711	-0.028215074911714
38.44388198852539	-0.027863785624504
