C4
167.7532958984375
246.95152282714844
390.96759033203125
460.7882995605469
674.3497924804688
834.366455078125
776.9388427734375
802.1279296875
896.7496948242188
956.498046875
969.5044555664062
909.4429931640625
684.8985595703125
520.9696655273438
464.19384765625
399.1304016113281
246.20355224609375
188.80564880371094
111.68293762207031
